BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,PAY_MTD_CDE,PAY_AMT,IS_MEMBER,LC_OCT_ID
A001,365,2014/7/13,2,OC,50,Y,56340
A001,366,2014/7/13,1,VH,3,Y,56340
A001,366,2014/7/13,2,OC,36,Y,56340
A001,367,2014/7/13,1,CA,200,Y,56340
A001,655,2014/7/14,1,OC,20,Y,56340
A001,15914,2014/7/15,1,CA,500,Y,56340
A001,15914,2014/7/15,2,CH,300,Y,56340
A001,15915,2014/7/15,1,OC,22,Y,56340
A001,17064,2014/7/16,1,VH,5,Y,56340
A001,17064,2014/7/16,2,OC,20.5,Y,56340
A001,17065,2014/7/16,1,VH,5,Y,56340
A001,17065,2014/7/16,2,OC,19.5,Y,56340
A001,16578,2014/7/16,1,VH,10,Y,56340
A001,16578,2014/7/16,2,OC,19,Y,56340
A001,17150,2014/7/17,1,OC,22,Y,56340
A001,17153,2014/7/17,1,OC,22.5,Y,56340
A001,17822,2014/7/18,1,VH,5,Y,56340
A001,17822,2014/7/18,2,OC,20,Y,56340
A001,10137,2014/7/19,1,OC,20,Y,56340
A001,10138,2014/7/19,1,OC,18,Y,56340
A001,3620,2014/7/20,1,VH,5,Y,56340
A001,3620,2014/7/20,2,OC,18,Y,56340
A001,11391,2014/7/21,1,OC,20,Y,56340
A001,11312,2014/7/21,1,OC,20,Y,56340
A001,5423,2014/7/21,1,VH,3,Y,56340
A001,5423,2014/7/21,2,OC,34,Y,56340
A001,11839,2014/7/22,1,OC,20,Y,56340
A001,12374,2014/7/23,1,OC,22,Y,56340
A001,12922,2014/7/24,1,OC,22,Y,56340
A001,13981,2014/7/25,1,VH,5,Y,56340
A001,13981,2014/7/25,2,OC,20,Y,56340
A001,13982,2014/7/25,1,OC,22.5,Y,56340
A001,14712,2014/7/26,1,OC,22.5,Y,56340
A001,14598,2014/7/26,1,CA,100,Y,56340
A001,7887,2014/7/27,1,CA,100,Y,56340
A001,7888,2014/7/27,1,VH,3,Y,56340
A001,7888,2014/7/27,2,OC,52,Y,56340
A001,16443,2014/7/2,1,VH,5,Y,56340
A001,16443,2014/7/2,2,OC,19,Y,56340
A001,388,2014/7/13,1,VH,3,Y,56340
A001,388,2014/7/13,2,OC,34,Y,56340
A001,11392,2014/7/21,1,OC,20,Y,56340
A001,15192,2014/7/27,1,OC,22.5,Y,56340
A001,7886,2014/7/27,1,VH,3,Y,56340
A001,7886,2014/7/27,2,OC,30,Y,56340
A001,7897,2014/7/27,1,VH,3,Y,56340
A001,7897,2014/7/27,2,OC,50,Y,56340
A001,15962,2014/7/1,1,OC,18,Y,56340
A001,3407,2014/7/4,1,OC,21.5,Y,56340
A001,17714,2014/7/5,1,VH,10,Y,56340
A001,17714,2014/7/5,2,OC,18,Y,56340
A001,6826,2014/7/8,1,CA,200,Y,56340
A001,14035,2014/7/12,1,OC,22.5,Y,56340
A001,15963,2014/7/1,1,CA,500,Y,56340
A001,15963,2014/7/1,2,CH,400,Y,56340
A001,17062,2014/7/3,1,OC,18,Y,56340
A001,11311,2014/7/21,1,CA,500,Y,56340
A001,11311,2014/7/21,2,CH,400,Y,56340
A001,14599,2014/7/26,1,OC,22,Y,56340
A001,3854,2014/7/4,1,OC,34,Y,56340
A001,3528,2014/7/4,1,VH,5,Y,56340
A001,3528,2014/7/4,2,OC,18,Y,56340
A001,11974,2014/7/9,1,VH,5,Y,56340
A001,11974,2014/7/9,2,OC,27,Y,56340
A001,12628,2014/7/10,1,OC,19,Y,56340
A001,17821,2014/7/18,1,OC,20,Y,56340
A001,10139,2014/7/19,1,CA,100,Y,56340
A002,4215,2014/7/12,2,OC,18,Y,56394
A002,4215,2014/7/12,1,VH,5,Y,56394
A002,13976,2014/7/18,2,OC,24,Y,56394
A002,13976,2014/7/18,1,VH,10,Y,56394
A002,8414,2014/7/31,2,OC,19.5,Y,56394
A002,8414,2014/7/31,1,VH,5,Y,56394
A002,10977,2014/7/15,2,OC,39,Y,56394
A002,10977,2014/7/15,1,VH,3,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,6839,2014/7/30,1,OC,20,Y,56394
A002,17649,2014/7/30,2,OC,25,Y,56394
A002,17649,2014/7/30,1,VH,10,Y,56394
A002,16697,2014/7/29,2,OC,23,Y,56394
A002,16697,2014/7/29,1,VH,10,Y,56394
A002,11716,2014/7/24,2,OC,20.5,Y,56394
A002,11716,2014/7/24,1,VH,5,Y,56394
A002,3363,2014/7/19,2,OC,29,Y,56394
A002,3363,2014/7/19,1,VH,5,Y,56394
A002,13503,2014/7/18,2,OC,24,Y,56394
A002,13503,2014/7/18,1,VH,5,Y,56394
A002,479,2014/7/16,2,OC,20,Y,56394
A002,479,2014/7/16,1,VH,10,Y,56394
A002,478,2014/7/16,2,OC,31,Y,56394
A002,478,2014/7/16,1,VH,10,Y,56394
A002,10978,2014/7/15,2,OC,46,Y,56394
A002,10978,2014/7/15,1,VH,3,Y,56394
A002,16828,2014/7/13,1,OC,22.5,Y,56394
A002,3186,2014/7/11,1,OC,21,Y,56394
A002,13481,2014/7/10,1,OC,20,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,4215,2014/7/12,2,OC,18,Y,56394
A002,4215,2014/7/12,1,VH,5,Y,56394
A002,13976,2014/7/18,2,OC,24,Y,56394
A002,13976,2014/7/18,1,VH,10,Y,56394
A002,8414,2014/7/31,2,OC,19.5,Y,56394
A002,8414,2014/7/31,1,VH,5,Y,56394
A002,10977,2014/7/15,2,OC,39,Y,56394
A002,10977,2014/7/15,1,VH,3,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,6839,2014/7/30,1,OC,20,Y,56394
A002,17649,2014/7/30,2,OC,25,Y,56394
A002,17649,2014/7/30,1,VH,10,Y,56394
A002,16697,2014/7/29,2,OC,23,Y,56394
A002,16697,2014/7/29,1,VH,10,Y,56394
A002,11716,2014/7/24,2,OC,20.5,Y,56394
A002,11716,2014/7/24,1,VH,5,Y,56394
A002,3363,2014/7/19,2,OC,29,Y,56394
A002,3363,2014/7/19,1,VH,5,Y,56394
A002,13503,2014/7/18,2,OC,24,Y,56394
A002,13503,2014/7/18,1,VH,5,Y,56394
A002,479,2014/7/16,2,OC,20,Y,56394
A002,479,2014/7/16,1,VH,10,Y,56394
A002,478,2014/7/16,2,OC,31,Y,56394
A002,478,2014/7/16,1,VH,10,Y,56394
A002,10978,2014/7/15,2,OC,46,Y,56394
A002,10978,2014/7/15,1,VH,3,Y,56394
A002,16828,2014/7/13,1,OC,22.5,Y,56394
A002,3186,2014/7/11,1,OC,21,Y,56394
A002,13481,2014/7/10,1,OC,20,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,4215,2014/7/12,2,OC,18,Y,56394
A002,4215,2014/7/12,1,VH,5,Y,56394
A002,13976,2014/7/18,2,OC,24,Y,56394
A002,13976,2014/7/18,1,VH,10,Y,56394
A002,8414,2014/7/31,2,OC,19.5,Y,56394
A002,8414,2014/7/31,1,VH,5,Y,56394
A002,10977,2014/7/15,2,OC,39,Y,56394
A002,10977,2014/7/15,1,VH,3,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,6839,2014/7/30,1,OC,20,Y,56394
A002,17649,2014/7/30,2,OC,25,Y,56394
A002,17649,2014/7/30,1,VH,10,Y,56394
A002,16697,2014/7/29,2,OC,23,Y,56394
A002,16697,2014/7/29,1,VH,10,Y,56394
A002,11716,2014/7/24,2,OC,20.5,Y,56394
A002,11716,2014/7/24,1,VH,5,Y,56394
A002,3363,2014/7/19,2,OC,29,Y,56394
A002,3363,2014/7/19,1,VH,5,Y,56394
A002,13503,2014/7/18,2,OC,24,Y,56394
A002,13503,2014/7/18,1,VH,5,Y,56394
A002,479,2014/7/16,2,OC,20,Y,56394
A002,479,2014/7/16,1,VH,10,Y,56394
A002,478,2014/7/16,2,OC,31,Y,56394
A002,478,2014/7/16,1,VH,10,Y,56394
A002,10978,2014/7/15,2,OC,46,Y,56394
A002,10978,2014/7/15,1,VH,3,Y,56394
A002,16828,2014/7/13,1,OC,22.5,Y,56394
A002,3186,2014/7/11,1,OC,21,Y,56394
A002,13481,2014/7/10,1,OC,20,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,2545,2014/7/2,1,OC,18,Y,56394
A002,11349,2014/7/1,1,OC,54,N,56404
A002,13680,2014/7/2,1,OC,42,N,56404
A002,16795,2014/7/5,1,OC,27,N,56404
A002,13680,2014/7/2,1,OC,42,N,56404
A002,17507,2014/7/13,1,OC,49.5,N,56404
A002,1763,2014/7/17,1,OC,43,N,56404
A002,2886,2014/7/19,1,OC,50.5,N,56404
A002,8527,2014/7/31,1,OC,27,N,56404
A002,8101,2014/7/31,1,OC,88,N,56404
A002,13680,2014/7/2,1,OC,42,N,56404
A002,16484,2014/7/21,1,OC,54.5,N,56404
A002,2130,2014/7/9,1,OC,94,N,56404
A001,14932,2014/7/13,2,OC,19,Y,56438
A001,14932,2014/7/13,2,OC,19,Y,56438
A001,14932,2014/7/13,1,VH,10,Y,56438
A001,14932,2014/7/13,1,VH,10,Y,56438
A001,14931,2014/7/13,1,OC,20,Y,56438
A001,14931,2014/7/13,1,OC,20,Y,56438
A003,2786,2014/7/5,1,VH,5,Y,56460
A003,2786,2014/7/5,2,OC,25,Y,56460
A003,11061,2014/7/5,1,OC,149,N,56508
A003,1457,2014/7/28,1,OC,82.5,N,56508
A003,8708,2014/7/26,1,OC,130,N,56508
A003,214,2014/7/3,1,OC,23,N,56620
A003,11279,2014/7/6,1,OC,28.5,N,56620
A003,14929,2014/7/9,1,OC,24.5,N,56620
A003,8272,2014/7/10,1,OC,29,N,56620
A003,2248,2014/7/12,1,OC,51,N,56620
A003,1416,2014/7/12,1,OC,24.5,N,56620
A003,8272,2014/7/10,1,OC,29,N,56620
A003,12534,2014/7/30,1,OC,29,N,56620
A003,13607,2014/7/15,1,OC,24.5,N,56620
A003,6151,2014/7/24,1,OC,29,N,56620
A003,17375,2014/7/18,1,VH,5,Y,56622
A003,17375,2014/7/18,2,OC,20,Y,56622
A004,8500,2014/7/2,1,VH,3,Y,56768
A004,8500,2014/7/2,1,VH,3,Y,56768
A004,8500,2014/7/2,2,OC,46,Y,56768
A004,8500,2014/7/2,2,OC,46,Y,56768
A004,13178,2014/7/4,1,OC,21,Y,56768
A004,13178,2014/7/4,1,OC,21,Y,56768
A004,16216,2014/7/9,1,OC,21,Y,56768
A004,16216,2014/7/9,1,OC,21,Y,56768
A004,7934,2014/7/10,1,VH,5,Y,56768
A004,7934,2014/7/10,1,VH,5,Y,56768
A004,7934,2014/7/10,2,OC,20,Y,56768
A004,7934,2014/7/10,2,OC,20,Y,56768
A004,1800,2014/7/13,1,OC,18,Y,56768
A004,1800,2014/7/13,1,OC,18,Y,56768
A004,2750,2014/7/14,1,VH,5,Y,56768
A004,2750,2014/7/14,1,VH,5,Y,56768
A004,2750,2014/7/14,2,OC,0,Y,56768
A004,2750,2014/7/14,2,OC,0,Y,56768
A004,13876,2014/7/16,1,OC,20,Y,56768
A004,13876,2014/7/16,1,OC,20,Y,56768
A004,16073,2014/7/18,1,OC,18,Y,56768
A004,16073,2014/7/18,1,OC,18,Y,56768
A004,5740,2014/7/18,1,VH,10,Y,56768
A004,5740,2014/7/18,1,VH,10,Y,56768
A004,5740,2014/7/18,2,OC,21,Y,56768
A004,5740,2014/7/18,2,OC,21,Y,56768
A004,2750,2014/7/14,1,VH,4,Y,56768
A004,2750,2014/7/14,1,VH,4,Y,56768
A004,2750,2014/7/14,2,OC,0,Y,56768
A004,2750,2014/7/14,2,OC,0,Y,56768
A004,12243,2014/7/3,1,OC,21,Y,56768
A004,12243,2014/7/3,1,OC,21,Y,56768
A004,14630,2014/7/6,1,OC,18,Y,56768
A004,14630,2014/7/6,1,OC,18,Y,56768
A004,12814,2014/7/15,1,OC,23,Y,56768
A004,12814,2014/7/15,1,OC,23,Y,56768
A004,8501,2014/7/2,1,VH,3,Y,56768
A004,8501,2014/7/2,1,VH,3,Y,56768
A004,8501,2014/7/2,2,OC,39,Y,56768
A004,8501,2014/7/2,2,OC,39,Y,56768
A004,17213,2014/7/10,1,OC,18,Y,56768
A004,17213,2014/7/10,1,OC,18,Y,56768
A004,4583,2014/7/17,1,OC,21,Y,56768
A004,4583,2014/7/17,1,OC,21,Y,56768
A004,17577,2014/7/11,1,OC,21,Y,56768
A004,17577,2014/7/11,1,OC,21,Y,56768
A004,10291,2014/7/12,1,OC,20,Y,56768
A004,10291,2014/7/12,1,OC,20,Y,56768
A004,10293,2014/7/12,1,OC,21,Y,56768
A004,10293,2014/7/12,1,OC,21,Y,56768
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,5223,2014/7/4,1,VH,3,Y,56778
A002,5223,2014/7/4,1,VH,3,Y,56778
A002,5223,2014/7/4,2,OC,27,Y,56778
A002,5223,2014/7/4,2,OC,27,Y,56778
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,1,VH,3,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,3196,2014/7/2,2,OC,27,Y,56778
A002,11992,2014/7/24,1,VH,3,Y,56778
A002,11992,2014/7/24,1,VH,3,Y,56778
A002,11992,2014/7/24,2,OC,27,Y,56778
A002,11992,2014/7/24,2,OC,27,Y,56778
A003,16796,2014/7/3,1,OC,20,Y,56818
A003,17826,2014/7/4,1,OC,24,Y,56818
A003,10436,2014/7/12,1,CA,100,Y,56818
A003,5840,2014/7/15,1,CA,100,Y,56818
A003,5841,2014/7/15,1,VH,3,Y,56818
A003,5841,2014/7/15,2,OC,38,Y,56818
A003,5842,2014/7/15,1,VH,5,Y,56818
A003,5842,2014/7/15,2,OC,44,Y,56818
A003,5843,2014/7/15,1,OC,51,Y,56818
A003,2064,2014/7/20,1,OC,18,Y,56818
A003,7557,2014/7/25,1,OC,18,Y,56818
A003,10435,2014/7/12,1,OC,35,Y,56818
A002,707,2014/7/16,1,VH,5,Y,56822
A002,707,2014/7/16,1,VH,5,Y,56822
A002,707,2014/7/16,2,OC,19,Y,56822
A002,707,2014/7/16,2,OC,19,Y,56822
A002,10811,2014/7/23,1,OC,24,Y,56822
A002,10811,2014/7/23,1,OC,24,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A002,3168,2014/7/2,1,OC,24.5,Y,56822
A003,17935,2014/7/19,1,OC,20,Y,56932
A003,172,2014/7/3,1,OC,20,Y,56932
A003,13853,2014/7/31,2,OC,22,Y,56932
A003,13853,2014/7/31,1,VH,10,Y,56932
A003,4762,2014/7/31,1,CA,100,Y,56932
A003,7210,2014/7/17,1,OC,20,Y,56932
A003,10242,2014/7/20,2,OC,10,Y,56932
A003,10242,2014/7/20,1,VH,10,Y,56932
A003,8108,2014/7/18,1,OC,20,Y,56932
A003,4763,2014/7/31,1,OC,20,Y,56932
A003,12447,2014/7/30,1,OC,20,Y,56932
A003,7964,2014/7/26,1,OC,20,Y,56932
A003,7115,2014/7/25,1,OC,20,Y,56932
A003,7114,2014/7/25,1,CA,100,Y,56932
A003,14503,2014/7/24,1,OC,20,Y,56932
A003,4978,2014/7/23,1,OC,22.5,Y,56932
A003,8107,2014/7/18,1,CA,100,Y,56932
A003,7455,2014/7/17,2,OC,24,Y,56932
A003,7455,2014/7/17,1,VH,10,Y,56932
A003,6077,2014/7/16,1,OC,20,Y,56932
A003,1361,2014/7/12,1,OC,20,Y,56932
A003,149,2014/7/11,1,OC,20,Y,56932
A003,6984,2014/7/9,1,OC,20,Y,56932
A003,7312,2014/7/9,2,OC,20,Y,56932
A003,7312,2014/7/9,1,VH,10,Y,56932
A003,5949,2014/7/8,1,OC,20,Y,56932
A003,2577,2014/7/5,1,OC,20,Y,56932
A003,1407,2014/7/4,1,OC,20,Y,56932
A003,15093,2014/7/2,1,OC,20,Y,56932
A001,18106,2014/7/18,1,OC,32,N,56974
A001,11243,2014/7/21,1,OC,32,N,56974
A001,18110,2014/7/18,1,OC,29,N,56974
A001,2062,2014/7/15,1,OC,34,N,56974
A002,5864,2014/7/13,1,OC,25,N,56980
A004,14674,2014/7/6,1,OC,22.5,Y,57024
A004,12470,2014/7/14,1,OC,25,Y,57024
A004,12470,2014/7/14,1,OC,25,Y,57024
A004,5313,2014/7/8,1,OC,20,Y,57024
A004,5029,2014/7/7,2,OC,38,Y,57024
A004,5029,2014/7/7,1,VH,3,Y,57024
A004,208,2014/7/11,1,OC,20,Y,57024
A004,5028,2014/7/7,2,OC,34,Y,57024
A004,5028,2014/7/7,1,VH,3,Y,57024
A004,15305,2014/7/7,2,OC,18,Y,57024
A004,15305,2014/7/7,1,VH,5,Y,57024
A004,15304,2014/7/7,2,OC,20,Y,57024
A004,15304,2014/7/7,1,VH,5,Y,57024
A004,2799,2014/7/14,2,OC,20,Y,57024
A004,2799,2014/7/14,1,VH,5,Y,57024
A004,2798,2014/7/14,1,OC,20.5,Y,57024
A004,12480,2014/7/14,2,OC,21,Y,57024
A004,12480,2014/7/14,1,VH,5,Y,57024
A004,12476,2014/7/14,1,OC,20,Y,57024
A004,15342,2014/7/17,2,OC,19.5,Y,57024
A004,15342,2014/7/17,1,VH,5,Y,57024
A004,2799,2014/7/14,2,OC,20,Y,57024
A004,2799,2014/7/14,1,VH,5,Y,57024
A004,2798,2014/7/14,1,OC,20.5,Y,57024
A004,12480,2014/7/14,2,OC,21,Y,57024
A004,12480,2014/7/14,1,VH,5,Y,57024
A004,12476,2014/7/14,1,OC,20,Y,57024
A004,6712,2014/7/9,1,OC,20.5,Y,57024
A004,13072,2014/7/4,1,OC,22.5,Y,57024
A004,11084,2014/7/1,1,OC,22.5,Y,57024
A004,11083,2014/7/1,2,OC,18,Y,57024
A004,11083,2014/7/1,1,VH,5,Y,57024
A004,11746,2014/7/1,2,OC,44,Y,57024
A004,11746,2014/7/1,1,VH,3,Y,57024
A004,11745,2014/7/1,2,OC,36,Y,57024
A004,11745,2014/7/1,1,VH,3,Y,57024
A004,11744,2014/7/1,2,OC,51,Y,57024
A004,11744,2014/7/1,1,VH,3,Y,57024
A004,11743,2014/7/1,1,CA,100,Y,57024
A002,12060,2014/7/1,1,OC,41.5,N,57046
A002,11721,2014/7/16,1,OC,30,N,57146
A002,10585,2014/7/15,1,OC,38,N,57146
A002,2888,2014/7/2,1,OC,34,N,57146
A002,6244,2014/7/29,1,OC,36,N,57146
A002,13360,2014/7/26,1,OC,34,N,57146
A002,6806,2014/7/22,1,OC,32,N,57146
A002,530,2014/7/8,1,OC,34,N,57146
A002,7096,2014/7/6,1,OC,35,N,57146
A002,2888,2014/7/2,1,OC,34,N,57146
A002,2888,2014/7/2,1,OC,34,N,57146
A002,3192,2014/7/2,1,VH,3,Y,57166
A002,3192,2014/7/2,2,OC,34,Y,57166
A002,3186,2014/7/2,1,VH,3,Y,57166
A002,3186,2014/7/2,2,OC,27,Y,57166
A002,3186,2014/7/2,1,VH,3,Y,57166
A002,3186,2014/7/2,2,OC,27,Y,57166
A002,3192,2014/7/2,1,VH,3,Y,57166
A002,3192,2014/7/2,2,OC,34,Y,57166
A002,17476,2014/7/6,1,VH,5,Y,57166
A002,17476,2014/7/6,2,OC,27,Y,57166
A002,10528,2014/7/7,1,VH,10,Y,57166
A002,10528,2014/7/7,2,OC,20,Y,57166
A002,10533,2014/7/7,1,VH,5,Y,57166
A002,10533,2014/7/7,2,OC,37,Y,57166
A002,10535,2014/7/7,1,OC,34,Y,57166
A002,8265,2014/7/15,1,VH,5,Y,57166
A002,8265,2014/7/15,2,OC,18,Y,57166
A002,13811,2014/7/18,1,OC,25,Y,57166
A002,16188,2014/7/20,1,OC,22,Y,57166
A002,11893,2014/7/24,1,VH,5,Y,57166
A002,11893,2014/7/24,2,OC,18,Y,57166
A002,13655,2014/7/26,1,VH,5,Y,57166
A002,13655,2014/7/26,2,OC,18,Y,57166
A002,4020,2014/7/27,1,OC,23,Y,57166
A002,6524,2014/7/29,1,OC,22.5,Y,57166
A002,17959,2014/7/30,1,VH,5,Y,57166
A002,17959,2014/7/30,2,OC,22.5,Y,57166
A002,3186,2014/7/2,1,VH,3,Y,57166
A002,3186,2014/7/2,2,OC,27,Y,57166
A002,3192,2014/7/2,1,VH,3,Y,57166
A002,3192,2014/7/2,2,OC,34,Y,57166
A002,17421,2014/7/6,1,OC,24.5,Y,57166
A002,4940,2014/7/12,1,OC,28.5,Y,57166
A002,14179,2014/7/18,1,OC,20,Y,57166
A002,6523,2014/7/29,1,OC,22.5,Y,57166
A002,16189,2014/7/20,1,VH,5,Y,57166
A002,16189,2014/7/20,2,OC,18,Y,57166
A002,3185,2014/7/2,1,VH,3,Y,57166
A002,3185,2014/7/2,2,OC,44,Y,57166
A002,3185,2014/7/2,1,VH,3,Y,57166
A002,3185,2014/7/2,2,OC,44,Y,57166
A002,3185,2014/7/2,1,VH,3,Y,57166
A002,3185,2014/7/2,2,OC,44,Y,57166
A003,13615,2014/7/7,1,OC,6,N,57224
A003,13614,2014/7/7,1,OC,69,N,57224
A004,11200,2014/7/1,1,VH,10,Y,57262
A004,11200,2014/7/1,2,OC,18.5,Y,57262
A004,6665,2014/7/1,1,CA,200,Y,57262
A004,12853,2014/7/3,1,OC,21,Y,57262
A004,488,2014/7/3,1,VH,5,Y,57262
A004,488,2014/7/3,2,OC,22,Y,57262
A003,18012,2014/7/4,1,VH,10,Y,57262
A003,18012,2014/7/4,2,OC,18,Y,57262
A004,14003,2014/7/5,1,OC,28.5,Y,57262
A004,4399,2014/7/7,1,VH,10,Y,57262
A004,4399,2014/7/7,2,OC,20,Y,57262
A004,16636,2014/7/9,1,CA,200,Y,57262
A004,16637,2014/7/9,1,OC,24.5,Y,57262
A004,357,2014/7/11,1,VH,10,Y,57262
A004,357,2014/7/11,2,OC,19,Y,57262
A004,10817,2014/7/12,1,OC,20,Y,57262
A004,12852,2014/7/3,1,OC,21,Y,57262
A004,2102,2014/7/5,1,OC,24,Y,57262
A004,6447,2014/7/8,1,VH,3,Y,57262
A004,6447,2014/7/8,2,OC,32,Y,57262
A004,3470,2014/7/6,1,OC,21,Y,57262
A004,7895,2014/7/10,1,OC,20,Y,57262
A004,8153,2014/7/2,1,OC,19,Y,57262
A001,7321,2014/7/27,2,OC,20,Y,57410
A001,7321,2014/7/27,1,VH,5,Y,57410
A001,10912,2014/7/19,2,OC,41,Y,57410
A001,10912,2014/7/19,1,VH,3,Y,57410
A001,17789,2014/7/18,2,OC,20,Y,57410
A001,17789,2014/7/18,1,VH,5,Y,57410
A001,15934,2014/7/1,2,OC,23,Y,57410
A001,15934,2014/7/1,1,VH,5,Y,57410
A001,96,2014/7/28,2,OC,20,Y,57410
A001,96,2014/7/28,1,VH,5,Y,57410
A001,15202,2014/7/13,1,OC,20,Y,57410
A001,7322,2014/7/27,1,OC,20,Y,57410
A001,1490,2014/7/31,2,OC,20,Y,57410
A001,1490,2014/7/31,1,VH,5,Y,57410
A001,2225,2014/7/31,2,OC,46,Y,57410
A001,2225,2014/7/31,1,VH,3,Y,57410
A001,2224,2014/7/31,2,OC,39,Y,57410
A001,2224,2014/7/31,1,VH,10,Y,57410
A001,97,2014/7/28,1,OC,18,Y,57410
A001,7099,2014/7/26,2,OC,35,Y,57410
A001,7099,2014/7/26,1,VH,3,Y,57410
A001,11424,2014/7/21,1,OC,20,Y,57410
A001,11423,2014/7/21,1,OC,20,Y,57410
A001,3770,2014/7/20,2,OC,24,Y,57410
A001,3770,2014/7/20,1,VH,5,Y,57410
A001,10911,2014/7/19,1,CA,100,Y,57410
A001,856,2014/7/14,1,OC,20,Y,57410
A001,855,2014/7/14,2,OC,20,Y,57410
A001,855,2014/7/14,1,VH,5,Y,57410
A001,15203,2014/7/13,1,OC,20,Y,57410
A001,7896,2014/7/12,2,OC,35,Y,57410
A001,7896,2014/7/12,1,VH,3,Y,57410
A001,5686,2014/7/7,2,OC,24,Y,57410
A001,5686,2014/7/7,1,VH,5,Y,57410
A001,4635,2014/7/5,2,OC,43,Y,57410
A001,4635,2014/7/5,1,VH,3,Y,57410
A001,4208,2014/7/4,2,OC,40,Y,57410
A001,4208,2014/7/4,1,VH,3,Y,57410
A001,4207,2014/7/4,2,OC,44,Y,57410
A001,4207,2014/7/4,1,VH,3,Y,57410
A001,4202,2014/7/4,1,CA,200,Y,57410
A003,10726,2014/7/5,1,OC,21,N,57618
A003,12033,2014/7/21,1,OC,22,N,57618
A003,14228,2014/7/31,1,OC,20,N,57618
A003,3489,2014/7/5,1,OC,53,Y,57622
A003,3489,2014/7/5,1,OC,53,Y,57622
A003,12801,2014/7/7,1,VH,5,Y,57622
A003,12801,2014/7/7,1,VH,5,Y,57622
A003,12801,2014/7/7,2,OC,23,Y,57622
A003,12801,2014/7/7,2,OC,23,Y,57622
A003,7700,2014/7/9,1,OC,23,Y,57622
A003,7700,2014/7/9,1,OC,23,Y,57622
A003,3488,2014/7/5,1,VH,5,Y,57622
A003,3488,2014/7/5,1,VH,5,Y,57622
A003,3488,2014/7/5,2,OC,25,Y,57622
A003,3488,2014/7/5,2,OC,25,Y,57622
A003,17107,2014/7/26,1,CA,100,Y,57622
A003,17107,2014/7/26,1,CA,100,Y,57622
A003,12799,2014/7/7,1,VH,5,Y,57622
A003,12799,2014/7/7,1,VH,5,Y,57622
A003,12799,2014/7/7,2,OC,18,Y,57622
A003,12799,2014/7/7,2,OC,18,Y,57622
A003,18018,2014/7/27,1,OC,20.5,Y,57622
A003,18018,2014/7/27,1,OC,20.5,Y,57622
A003,2569,2014/7/21,1,OC,22,Y,57638
A003,14155,2014/7/15,2,OC,20.5,Y,57638
A003,14155,2014/7/15,1,VH,5,Y,57638
A003,834,2014/7/3,2,OC,18,Y,57638
A003,834,2014/7/3,1,VH,5,Y,57638
A003,6070,2014/7/16,1,OC,20,Y,57638
A003,15138,2014/7/16,2,OC,22,Y,57638
A003,15138,2014/7/16,1,VH,5,Y,57638
A003,3844,2014/7/6,1,OC,20,Y,57638
A003,3166,2014/7/29,2,OC,20.5,Y,57638
A003,3166,2014/7/29,1,VH,5,Y,57638
A003,16638,2014/7/26,1,OC,22,Y,57638
A003,5987,2014/7/24,1,OC,22,Y,57638
A003,13579,2014/7/15,1,OC,22,Y,57638
A003,160,2014/7/11,1,OC,22,Y,57638
A003,5905,2014/7/8,1,OC,20,Y,57638
A003,2563,2014/7/5,1,OC,22,Y,57638
A003,13908,2014/7/1,1,OC,22,Y,57638
A003,5336,2014/7/31,2,OC,22,Y,57638
A003,5336,2014/7/31,1,VH,5,Y,57638
A003,4720,2014/7/31,1,OC,20,Y,57638
A003,2604,2014/7/29,1,OC,20,Y,57638
A003,4424,2014/7/22,2,OC,20.5,Y,57638
A003,4424,2014/7/22,1,VH,5,Y,57638
A003,17923,2014/7/19,1,OC,22,Y,57638
A003,3713,2014/7/14,2,OC,10,Y,57638
A003,3713,2014/7/14,1,VH,10,Y,57638
A003,8110,2014/7/10,1,OC,20,Y,57638
A003,8110,2014/7/10,1,OC,20,Y,57638
A003,7627,2014/7/9,1,OC,22,Y,57638
