BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,TX_DT,SI_DEP_CDE,SI_NO,UNIT_PRICE,QTY,SLS_PRICE,NET_TOTAL,TAKEOUT,LC_OCT_ID
A003,15829,2014/7/17,3,11:03:57,20,S8NE35,0,1,0,28,N,55832
A003,15829,2014/7/17,1,11:03:57,2,S10494,25,1,25,28,N,55832
A003,15829,2014/7/17,2,11:03:57,,S8D041,3,1,3,28,N,55832
A003,15830,2014/7/17,1,11:04:16,2,S10462,20,1,20,23.5,N,55832
A003,15830,2014/7/17,3,11:04:16,18,S8D281,0,1,0,23.5,N,55832
A003,15830,2014/7/17,4,11:04:16,20,S8NE35,0,1,0,23.5,N,55832
A003,15830,2014/7/17,2,11:04:16,,S8D041,3,1,3,23.5,N,55832
A003,16002,2014/7/17,1,13:17:54,12,S07657,30,1,30,30,N,57622
A003,16158,2014/7/17,1,15:02:40,7,S13609,19,1,19,25.5,N,57638
A003,16158,2014/7/17,3,15:02:40,17,S8M072,6,1,6,25.5,N,57638
A003,16158,2014/7/17,2,15:02:40,18,S8D006,0,1,0,25.5,N,57638
A003,16479,2014/7/17,1,18:56:28,,TEST,100,2,200,200,N,55832
A003,16480,2014/7/17,1,18:56:57,10,S16247,35,1,35,35,Y,55832
A003,16480,2014/7/17,2,18:56:57,18,S8D008,0,1,0,35,Y,55832
A003,16481,2014/7/17,1,18:57:20,10,S15933,39,1,39,39,Y,55832
A003,16481,2014/7/17,2,18:57:20,18,S8D008,0,1,0,39,Y,55832
A003,8107,2014/7/18,1,8:24:24,,TEST,100,1,100,100,N,56932
A003,8108,2014/7/18,3,8:24:36,20,S8NE35,0,1,0,20,N,56932
A003,8108,2014/7/18,2,8:24:36,18,S8D003,0,1,0,20,N,56932
A003,8108,2014/7/18,1,8:24:36,3,S10999,20,1,20,20,N,56932
A003,8108,2014/7/18,4,8:24:36,20,S8NE37,0,1,0,20,N,56932
A003,8195,2014/7/18,4,9:20:56,20,S8NF50,0,1,0,20,N,55556
A003,8195,2014/7/18,1,9:20:56,3,S11007,20,1,20,20,N,55556
A003,8195,2014/7/18,3,9:20:56,20,S8NE35,0,1,0,20,N,55556
A003,8195,2014/7/18,2,9:20:56,18,S8D002,0,1,0,20,N,55556
A003,8196,2014/7/18,1,9:21:04,,TEST,100,1,100,100,N,55556
A003,8681,2014/7/18,3,15:00:59,20,S8N041,0,1,0,27,N,55598
A003,8681,2014/7/18,1,15:00:59,8,S14232,27,1,27,27,N,55598
A003,8681,2014/7/18,2,15:00:59,18,S8D000,0,1,0,27,N,55598
A003,16809,2014/7/18,4,8:20:48,20,S8NF50,0,1,0,20,N,57638
A003,16809,2014/7/18,3,8:20:48,20,S8NE35,0,1,0,20,N,57638
A003,16809,2014/7/18,1,8:20:48,3,S10998,20,1,20,20,N,57638
A003,16809,2014/7/18,2,8:20:48,18,S8D000,0,1,0,20,N,57638
A003,17026,2014/7/18,4,10:33:19,20,S8NE35,0,1,0,25,N,54812
A003,17026,2014/7/18,3,10:33:19,20,S8NA01,0,1,0,25,N,54812
A003,17026,2014/7/18,1,10:33:19,2,S10485,25,1,25,25,N,54812
A003,17026,2014/7/18,2,10:33:19,18,S8D210,0,1,0,25,N,54812
A003,17027,2014/7/18,4,10:33:54,20,S8NA77,0,1,0,29,N,54812
A003,17027,2014/7/18,5,10:33:54,20,S8NE35,0,1,0,29,N,54812
A003,17027,2014/7/18,3,10:33:54,17,S8M118,4,1,4,29,N,54812
A003,17027,2014/7/18,1,10:33:54,2,S10486,25,1,25,29,N,54812
A003,17027,2014/7/18,2,10:33:54,18,S8D210,0,1,0,29,N,54812
A003,17040,2014/7/18,3,10:42:46,18,S8D278,0,1,0,21,N,57924
A003,17041,2014/7/18,1,10:43:06,2,S10455,20,1,20,24.5,N,57924
A003,17069,2014/7/18,4,11:05:17,20,S8NE35,0,1,0,28.5,N,55832
A003,17069,2014/7/18,1,11:05:17,2,S10465,25,1,25,28.5,N,55832
A003,17069,2014/7/18,2,11:05:17,,S8D041,3,1,3,28.5,N,55832
A003,17069,2014/7/18,3,11:05:17,20,S8ND91,0,1,0,28.5,N,55832
A003,17070,2014/7/18,3,11:05:39,18,S8D281,0,1,0,28.5,N,55832
A003,17070,2014/7/18,5,11:05:39,20,S8NE35,0,1,0,28.5,N,55832
A003,17070,2014/7/18,1,11:05:39,2,S10465,25,1,25,28.5,N,55832
A003,17070,2014/7/18,2,11:05:39,,S8D041,3,1,3,28.5,N,55832
A003,17070,2014/7/18,4,11:05:39,20,S8ND91,0,1,0,28.5,N,55832
A003,17071,2014/7/18,1,11:05:56,2,S10462,20,1,20,23.5,N,55832
A003,17071,2014/7/18,3,11:05:56,18,S8D281,0,1,0,23.5,N,55832
A003,17071,2014/7/18,4,11:05:56,20,S8NE35,0,1,0,23.5,N,55832
A003,17071,2014/7/18,2,11:05:56,,S8D041,3,1,3,23.5,N,55832
A003,17375,2014/7/18,3,15:06:10,20,S8N041,0,1,0,25,N,56622
A003,17375,2014/7/18,1,15:06:10,8,S14300,25,1,25,25,N,56622
A003,17375,2014/7/18,2,15:06:10,18,S8D210,0,1,0,25,N,56622
A003,302,2014/7/19,3,9:34:35,18,S8D278,0,1,0,21,N,57924
A003,303,2014/7/19,1,9:34:48,2,S10455,20,1,20,20.5,N,57924
A003,489,2014/7/19,1,11:46:47,,TEST,100,1,100,100,N,55832
A003,490,2014/7/19,1,11:46:57,5,S12747,30,1,30,35,N,55832
A003,490,2014/7/19,2,11:46:57,,S8I036,5,1,5,35,N,55832
A003,491,2014/7/19,5,11:47:24,18,S8D281,0,1,0,46,N,55832
A003,491,2014/7/19,3,11:47:24,18,S8D281,0,1,0,46,N,55832
A003,491,2014/7/19,1,11:47:24,5,S12747,30,1,30,46,N,55832
A003,491,2014/7/19,4,11:47:24,14,S09704,13,1,13,46,N,55832
A003,491,2014/7/19,2,11:47:24,,S8D041,3,1,3,46,N,55832
A003,724,2014/7/19,3,14:31:06,12,S07634,32,1,32,62.5,N,55226
A003,724,2014/7/19,1,14:31:06,7,S13666,25,1,25,62.5,N,55226
A003,724,2014/7/19,2,14:31:06,18,S8D054,0,1,0,62.5,N,55226
A003,724,2014/7/19,4,14:31:06,16,S8D060,5,1,5,62.5,N,55226
A003,859,2014/7/19,2,15:55:44,18,S8K001,0,1,0,19,N,55598
A003,859,2014/7/19,1,15:55:44,7,S13619,19,1,19,19,N,55598
A003,1136,2014/7/19,1,19:43:08,10,S16873,36,1,36,36,N,56002
A003,1136,2014/7/19,2,19:43:08,18,S8D054,0,1,0,36,N,56002
A003,1137,2014/7/19,2,19:43:39,20,S9P434,0,1,0,53,N,56002
A003,1137,2014/7/19,1,19:43:39,10,S17061,53,1,53,53,N,56002
A003,1138,2014/7/19,3,19:43:58,20,S9P434,0,1,0,51,N,56002
A003,1138,2014/7/19,1,19:43:58,10,S17050,51,1,51,51,N,56002
A003,1138,2014/7/19,2,19:43:58,18,S8D063,0,1,0,51,N,56002
A003,1153,2014/7/19,1,19:57:33,10,S15933,39,1,39,39,N,56002
A003,1153,2014/7/19,2,19:57:33,18,S8D004,0,1,0,39,N,56002
A003,17923,2014/7/19,1,8:21:57,2,S11005,18,1,18,22,N,57638
A003,17923,2014/7/19,3,8:21:57,17,S8M112,4,1,4,22,N,57638
A003,17923,2014/7/19,2,8:21:57,18,S8D000,0,1,0,22,N,57638
A003,17935,2014/7/19,3,8:25:38,20,S8NE35,0,1,0,20,N,56932
A003,17935,2014/7/19,1,8:25:38,3,S10999,20,1,20,20,N,56932
A003,17935,2014/7/19,2,8:25:38,18,S8D210,0,1,0,20,N,56932
A003,17935,2014/7/19,4,8:25:38,20,S8NE37,0,1,0,20,N,56932
A003,18029,2014/7/19,4,9:25:18,20,S8NF50,0,1,0,20,N,55556
A003,18029,2014/7/19,1,9:25:18,3,S11007,20,1,20,20,N,55556
A003,18029,2014/7/19,3,9:25:18,20,S8NE35,0,1,0,20,N,55556
A003,18029,2014/7/19,2,9:25:18,18,S8D002,0,1,0,20,N,55556
A003,18470,2014/7/19,1,15:06:42,7,S13609,19,1,19,25.5,N,57638
A003,18470,2014/7/19,3,15:06:42,17,S8M072,6,1,6,25.5,N,57638
A003,18470,2014/7/19,2,15:06:42,18,S8D006,0,1,0,25.5,N,57638
A003,1360,2014/7/20,1,8:09:48,2,S10629,21,1,21,21.5,Y,56002
A003,1360,2014/7/20,2,8:09:48,20,S8N862,0,1,0,21.5,Y,56002
A003,1361,2014/7/20,3,8:10:03,20,S8NE35,0,1,0,25,Y,56002
A003,1361,2014/7/20,2,8:10:03,18,S8D004,0,1,0,25,Y,56002
A003,1361,2014/7/20,1,8:10:03,2,S10486,25,1,25,25,Y,56002
A003,1362,2014/7/20,1,8:10:23,2,S10469,25,1,25,25,Y,56002
A003,1362,2014/7/20,3,8:10:23,20,S8NE35,0,1,0,25,Y,56002
A003,1362,2014/7/20,2,8:10:23,18,S8D005,0,1,0,25,Y,56002
A003,1626,2014/7/20,3,10:40:43,18,S8D278,0,1,0,21,N,57924
A003,1627,2014/7/20,1,10:40:56,2,S10455,20,1,20,20.5,N,57924
A003,1882,2014/7/20,2,13:54:19,18,S8D210,0,1,0,32,N,54748
A003,1882,2014/7/20,1,13:54:19,8,S14294,32,1,32,32,N,54748
A003,2064,2014/7/20,3,15:36:38,20,S8N041,0,1,0,18,N,56818
A003,2064,2014/7/20,2,15:36:38,18,S8D002,0,1,0,18,N,56818
A003,2064,2014/7/20,1,15:36:38,8,S14235,18,1,18,18,N,56818
A003,2256,2014/7/20,1,18:04:56,10,S16950,50,1,50,50,N,55556
A003,2256,2014/7/20,3,18:04:56,20,S9P434,0,1,0,50,N,55556
A003,2256,2014/7/20,2,18:04:56,18,S8D063,0,1,0,50,N,55556
A003,2257,2014/7/20,1,18:05:19,10,S16700,36,1,36,36,N,55556
A003,2257,2014/7/20,3,18:05:19,18,S8D283,0,1,0,36,N,55556
A003,2257,2014/7/20,2,18:05:19,18,S8D055,0,1,0,36,N,55556
A003,10107,2014/7/20,3,8:15:49,20,S8N041,0,1,0,20,N,57638
A003,10107,2014/7/20,4,8:15:49,20,S8NE35,0,1,0,20,N,57638
A003,10107,2014/7/20,1,8:15:49,3,S10998,20,1,20,20,N,57638
A003,10107,2014/7/20,2,8:15:49,18,S8D000,0,1,0,20,N,57638
A003,10169,2014/7/20,4,8:51:05,20,S8NF50,0,1,0,20,N,55556
A003,10169,2014/7/20,1,8:51:05,3,S11007,20,1,20,20,N,55556
A003,10169,2014/7/20,3,8:51:05,20,S8NE35,0,1,0,20,N,55556
A003,10169,2014/7/20,2,8:51:05,18,S8D002,0,1,0,20,N,55556
A003,10242,2014/7/20,3,9:37:38,20,S8NE35,0,1,0,20,N,56932
A003,10242,2014/7/20,1,9:37:38,3,S10999,20,1,20,20,N,56932
A003,10242,2014/7/20,2,9:37:38,18,S8D210,0,1,0,20,N,56932
A003,10242,2014/7/20,4,9:37:38,20,S8NE37,0,1,0,20,N,56932
A003,10411,2014/7/20,1,11:27:43,,TEST,100,3,300,300,N,55832
A003,10412,2014/7/20,3,11:28:18,20,S8NE35,0,1,0,28,N,55832
A003,10412,2014/7/20,1,11:28:18,2,S10494,25,1,25,28,N,55832
A003,10412,2014/7/20,2,11:28:18,,S8D041,3,1,3,28,N,55832
A003,10413,2014/7/20,1,11:28:53,2,S10462,20,1,20,23.5,N,55832
A003,10413,2014/7/20,3,11:28:53,18,S8D281,0,1,0,23.5,N,55832
A003,10413,2014/7/20,4,11:28:53,20,S8NE35,0,1,0,23.5,N,55832
A003,10413,2014/7/20,2,11:28:53,,S8D041,3,1,3,23.5,N,55832
A003,10414,2014/7/20,1,11:29:17,2,S10462,20,1,20,27.5,N,55832
A003,10414,2014/7/20,3,11:29:17,18,S8D281,0,1,0,27.5,N,55832
A003,10414,2014/7/20,5,11:29:17,20,S8NE35,0,1,0,27.5,N,55832
A003,10414,2014/7/20,4,11:29:17,17,S8M115,4,1,4,27.5,N,55832
A003,10414,2014/7/20,2,11:29:17,,S8D041,3,1,3,27.5,N,55832
A003,10796,2014/7/20,1,15:33:51,7,S13609,19,1,19,25.5,N,57638
A003,10796,2014/7/20,3,15:33:51,17,S8M072,6,1,6,25.5,N,57638
A003,10796,2014/7/20,2,15:33:51,18,S8D006,0,1,0,25.5,N,57638
A003,2569,2014/7/21,1,7:55:50,2,S11005,18,1,18,22,N,57638
A003,2569,2014/7/21,3,7:55:50,17,S8M112,4,1,4,22,N,57638
A003,2569,2014/7/21,2,7:55:50,18,S8D000,0,1,0,22,N,57638
A003,2863,2014/7/21,1,10:55:52,2,S10455,20,1,20,20.5,N,57924
A003,3124,2014/7/21,1,14:37:26,7,S13673,21,1,21,21,N,55322
A003,3124,2014/7/21,2,14:37:26,18,S8D005,0,1,0,21,N,55322
A003,11241,2014/7/21,1,8:29:33,2,S10629,21,1,21,21.5,Y,56002
A003,11241,2014/7/21,2,8:29:33,20,S8N862,0,1,0,21.5,Y,56002
A003,11242,2014/7/21,4,8:29:57,20,S8NE35,0,1,0,29,Y,56002
A003,11242,2014/7/21,2,8:29:57,18,S8D005,0,1,0,29,Y,56002
A003,11242,2014/7/21,3,8:29:57,17,S8M252,4,1,4,29,Y,56002
A003,11242,2014/7/21,1,8:29:57,2,S10486,25,1,25,29,Y,56002
A003,11383,2014/7/21,4,9:57:12,20,S8NF50,0,1,0,20,N,55556
A003,11383,2014/7/21,3,9:57:12,20,S8NE35,0,1,0,20,N,55556
A003,11383,2014/7/21,1,9:57:12,3,S10998,20,1,20,20,N,55556
A003,11383,2014/7/21,2,9:57:12,18,S8D210,0,1,0,20,N,55556
A003,11384,2014/7/21,4,9:57:28,20,S8NF50,0,1,0,20,N,55556
A003,11384,2014/7/21,1,9:57:28,3,S11007,20,1,20,20,N,55556
A003,11384,2014/7/21,3,9:57:28,20,S8NE35,0,1,0,20,N,55556
A003,11384,2014/7/21,2,9:57:28,18,S8D002,0,1,0,20,N,55556
A003,11805,2014/7/21,1,14:45:42,7,S13673,21,1,21,21,N,55322
A003,11805,2014/7/21,2,14:45:42,18,S8D003,0,1,0,21,N,55322
A003,11806,2014/7/21,2,14:45:54,18,S8K001,0,1,0,24,N,55322
A003,11806,2014/7/21,1,14:45:54,12,S18212,24,1,24,24,N,55322
A003,11867,2014/7/21,3,15:23:18,20,S8N041,0,1,0,26,N,57638
A003,11867,2014/7/21,1,15:23:18,8,S14306,26,1,26,26,N,57638
A003,11867,2014/7/21,2,15:23:18,18,S8D006,0,1,0,26,N,57638
A003,12033,2014/7/21,1,17:32:58,7,S14773,22,1,22,22,Y,57618
A003,12033,2014/7/21,2,17:32:58,18,S8D265,0,1,0,22,Y,57618
