BR_CDE,CHECK_NO,SLS_DT,TX_SEQ,TX_DT,SI_DEP_CDE,SI_NO,UNIT_PRICE,QTY,SLS_PRICE,NET_TOTAL,TAKEOUT,LC_OCT_ID
A002,15539,2014/7/4,1,14:05:30,7,S13674,22,1,22,22.5,N,56394
A002,15539,2014/7/4,2,14:05:30,18,S8D002,0,1,0,22.5,N,56394
A002,15672,2014/7/4,2,15:24:08,18,S8D054,0,1,0,20,N,54782
A002,15672,2014/7/4,1,15:24:08,7,S13683,20,1,20,20,N,54782
A002,5628,2014/7/5,1,9:03:39,3,S11007,20,1,20,20,N,54890
A002,5628,2014/7/5,3,9:03:39,20,S8NE35,0,1,0,20,N,54890
A002,5628,2014/7/5,2,9:03:39,18,S8D004,0,1,0,20,N,54890
A002,5628,2014/7/5,4,9:03:39,20,S8NE37,0,1,0,20,N,54890
A002,5649,2014/7/5,4,9:13:23,20,S8NE35,0,1,0,20,N,55478
A002,5649,2014/7/5,1,9:13:23,3,S10999,20,1,20,20,N,55478
A002,5649,2014/7/5,3,9:13:23,20,S8N249,0,1,0,20,N,55478
A002,5649,2014/7/5,2,9:13:23,18,S8D210,0,1,0,20,N,55478
A002,16048,2014/7/5,1,7:34:29,2,S10613,22,1,22,22.5,N,56394
A002,16048,2014/7/5,2,7:34:29,18,S8D000,0,1,0,22.5,N,56394
A002,16049,2014/7/5,1,7:34:47,,TEST,100,2,200,200,N,56394
A002,16050,2014/7/5,1,7:35:14,2,S10512,21,1,21,21,N,56394
A002,16050,2014/7/5,2,7:35:14,18,S8D002,0,1,0,21,N,56394
A002,16701,2014/7/5,1,15:18:03,7,S13613,24,1,24,24.5,N,54782
A002,16701,2014/7/5,2,15:18:03,18,S8D000,0,1,0,24.5,N,54782
A002,16795,2014/7/5,2,16:31:30,18,S8K001,0,1,0,27,N,56404
A002,16795,2014/7/5,1,16:31:30,12,S18214,27,1,27,27,N,56404
A002,6599,2014/7/6,1,7:52:16,2,S10510,21,1,21,21,N,56394
A002,6599,2014/7/6,2,7:52:16,18,S8D002,0,1,0,21,N,56394
A002,7096,2014/7/6,1,12:55:56,4,S02087,35,1,35,35,N,57146
A002,7184,2014/7/6,3,14:23:45,17,S8M066,5,1,5,26,N,54890
A002,7184,2014/7/6,2,14:23:45,18,S8D004,0,1,0,26,N,54890
A002,7184,2014/7/6,1,14:23:45,7,S14773,21,1,21,26,N,54890
A002,7185,2014/7/6,1,14:24:02,8,S14303,25,1,25,25,N,54890
A002,7185,2014/7/6,2,14:24:02,18,S8D004,0,1,0,25,N,54890
A002,7185,2014/7/6,3,14:24:02,20,S8N032,0,1,0,25,N,54890
A002,7203,2014/7/6,3,14:32:11,18,S8K001,0,1,0,20,N,55218
A002,7203,2014/7/6,1,14:32:11,8,S14237,20,1,20,20,N,55218
A002,7203,2014/7/6,2,14:32:11,18,S8D282,0,1,0,20,N,55218
A002,7203,2014/7/6,4,14:32:11,20,S8N032,0,1,0,20,N,55218
A002,7396,2014/7/6,1,16:20:09,12,S18132,23,1,23,23,N,55976
A002,7396,2014/7/6,2,16:20:09,18,S8D002,0,1,0,23,N,55976
A002,17421,2014/7/6,1,10:50:45,2,S10484,24,1,24,24.5,N,57166
A002,17421,2014/7/6,2,10:50:45,18,S8D004,0,1,0,24.5,N,57166
A002,17421,2014/7/6,3,10:50:45,20,S8N062,0,1,0,24.5,N,57166
A002,17476,2014/7/6,1,11:26:24,12,S07820,32,1,32,32,Y,57166
A002,8527,2014/7/7,1,15:24:05,7,S13687,20,1,20,20,N,54782
A002,8527,2014/7/7,2,15:24:05,18,S8D000,0,1,0,20,N,54782
A002,8729,2014/7/7,1,18:41:21,10,S15877,37,1,37,37,Y,55534
A002,8729,2014/7/7,2,18:41:21,18,S8D008,0,1,0,37,Y,55534
A002,10137,2014/7/7,1,8:27:49,2,S11006,18,1,18,18,N,56394
A002,10137,2014/7/7,2,8:27:49,18,S8D000,0,1,0,18,N,56394
A002,10528,2014/7/7,1,12:04:08,5,S12747,30,1,30,30,N,57166
A002,10528,2014/7/7,2,12:04:08,18,S8D000,0,1,0,30,N,57166
A002,10533,2014/7/7,2,12:07:18,16,S8D168,7,1,7,42,N,57166
A002,10533,2014/7/7,1,12:07:18,4,S01640,35,1,35,42,N,57166
A002,10535,2014/7/7,1,12:08:11,5,S12726,34,1,34,34,N,57166
A002,10535,2014/7/7,3,12:08:11,20,S8NH28,0,1,0,34,N,57166
A002,10535,2014/7/7,2,12:08:11,18,S8D000,0,1,0,34,N,57166
A002,11111,2014/7/7,1,19:12:45,10,S17038,44,1,44,44,N,55478
A002,11111,2014/7/7,2,19:12:45,18,S8D000,0,1,0,44,N,55478
A002,11112,2014/7/7,4,19:13:14,12,S8N003,0,1,0,48,N,55478
A002,11112,2014/7/7,2,19:13:14,18,S8D063,0,1,0,48,N,55478
A002,11112,2014/7/7,3,19:13:14,12,S8N002,0,1,0,48,N,55478
A002,11112,2014/7/7,5,19:13:14,20,S8NH31,0,1,0,48,N,55478
A002,11112,2014/7/7,1,19:13:14,10,S15823,48,1,48,48,N,55478
A002,190,2014/7/8,4,8:56:35,20,S8NE35,0,1,0,32.5,N,55478
A002,190,2014/7/8,2,8:56:35,,S8D041,3,1,3,32.5,N,55478
A002,190,2014/7/8,3,8:56:35,17,S8M112,4,1,4,32.5,N,55478
A002,190,2014/7/8,1,8:56:35,2,S10458,25,1,25,32.5,N,55478
A002,530,2014/7/8,1,12:59:44,5,S12685,34,1,34,34,N,57146
A002,530,2014/7/8,4,12:59:44,20,S8NG73,0,1,0,34,N,57146
A002,530,2014/7/8,2,12:59:44,18,S8D004,0,1,0,34,N,57146
A002,530,2014/7/8,3,12:59:44,20,S8NF26,0,1,0,34,N,57146
A002,950,2014/7/8,1,19:00:48,9,S05021,30,1,30,30.5,Y,55534
A002,11471,2014/7/8,1,9:40:19,,TEST,100,1,100,100,N,54782
A002,11472,2014/7/8,1,9:40:40,3,S11007,20,1,20,20,N,54782
A002,11472,2014/7/8,4,9:40:40,20,S8NE35,0,1,0,20,N,54782
A002,11472,2014/7/8,2,9:40:40,18,S8D003,0,1,0,20,N,54782
A002,11472,2014/7/8,3,9:40:40,20,S8N249,0,1,0,20,N,54782
A002,1773,2014/7/9,1,15:25:02,7,S13673,21,1,21,24,Y,55534
A002,1773,2014/7/9,2,15:25:02,,S8D041,3,1,3,24,Y,55534
A002,1851,2014/7/9,1,16:50:23,7,S13613,24,1,24,24.5,N,56822
A002,1851,2014/7/9,2,16:50:23,18,S8D210,0,1,0,24.5,N,56822
A002,1946,2014/7/9,1,17:43:12,12,S18132,23,1,23,23,N,55976
A002,1946,2014/7/9,2,17:43:12,18,S8D002,0,1,0,23,N,55976
A002,2009,2014/7/9,1,18:42:02,5,S12747,30,1,30,40,Y,55534
A002,2009,2014/7/9,2,18:42:02,18,S8D063,0,1,0,40,Y,55534
A002,2009,2014/7/9,4,18:42:02,16,S8I283,10,1,10,40,Y,55534
A002,2009,2014/7/9,3,18:42:02,16,S8H008,0,1,0,40,Y,55534
A002,2130,2014/7/9,4,20:38:11,9,S05058,34,1,34,94,Y,56404
A002,2130,2014/7/9,2,20:38:11,,S8I158,3,1,3,94,Y,56404
A002,2130,2014/7/9,3,20:38:11,20,S8NH31,0,1,0,94,Y,56404
A002,2130,2014/7/9,5,20:38:11,16,S8I283,10,1,10,94,Y,56404
A002,2130,2014/7/9,1,20:38:11,10,S17034,47,1,47,94,Y,56404
A002,12615,2014/7/9,4,10:24:06,20,S8NE35,0,1,0,29.5,N,55478
A002,12615,2014/7/9,3,10:24:06,17,S8M112,4,1,4,29.5,N,55478
A002,12615,2014/7/9,1,10:24:06,2,S10458,25,1,25,29.5,N,55478
A002,12615,2014/7/9,2,10:24:06,18,S8D210,0,1,0,29.5,N,55478
A002,13049,2014/7/9,1,15:07:56,8,S14301,25,1,25,25,N,55864
A002,13049,2014/7/9,3,15:07:56,20,S8N032,0,1,0,25,N,55864
A002,13049,2014/7/9,2,15:07:56,18,S8D210,0,1,0,25,N,55864
A002,13082,2014/7/9,1,15:21:39,7,S13686,26,1,26,26,N,54782
A002,13082,2014/7/9,2,15:21:39,18,S8D000,0,1,0,26,N,54782
A002,2772,2014/7/10,1,15:24:12,7,S13613,24,1,24,24.5,N,54782
A002,2772,2014/7/10,2,15:24:12,18,S8D000,0,1,0,24.5,N,54782
A002,13480,2014/7/10,3,7:43:07,20,S8N049,0,1,0,23,N,56394
A002,13480,2014/7/10,1,7:43:07,3,S11009,23,1,23,23,N,56394
A002,13480,2014/7/10,5,7:43:07,20,S8NG68,0,1,0,23,N,56394
A002,13480,2014/7/10,4,7:43:07,20,S8N050,0,1,0,23,N,56394
A002,13480,2014/7/10,2,7:43:07,18,S8D000,0,1,0,23,N,56394
A002,13799,2014/7/10,4,10:54:06,20,S8NE35,0,1,0,29.5,N,55478
A002,13799,2014/7/10,3,10:54:06,17,S8M112,4,1,4,29.5,N,55478
A002,13799,2014/7/10,1,10:54:06,2,S10458,25,1,25,29.5,N,55478
A002,13799,2014/7/10,2,10:54:06,18,S8D210,0,1,0,29.5,N,55478
A002,14379,2014/7/10,1,18:45:07,9,S05134,37,1,37,37,Y,55534
A002,3187,2014/7/11,4,7:40:14,20,S8NE35,0,1,0,25.5,N,56394
A002,3187,2014/7/11,3,7:40:14,20,S8NA01,0,1,0,25.5,N,56394
A002,3187,2014/7/11,1,7:40:14,2,S10458,25,1,25,25.5,N,56394
A002,3187,2014/7/11,2,7:40:14,18,S8D002,0,1,0,25.5,N,56394
A002,3972,2014/7/11,1,18:25:05,9,S05023,30,1,30,30,N,56778
A002,15279,2014/7/11,1,15:25:46,7,S13679,20,1,20,20,N,54782
A002,15279,2014/7/11,2,15:25:46,18,S8D000,0,1,0,20,N,54782
A002,15448,2014/7/11,1,17:48:59,12,S18127,23,1,23,23,N,55976
A002,15448,2014/7/11,2,17:48:59,18,S8D002,0,1,0,23,N,55976
A002,4940,2014/7/12,1,16:26:24,7,S13666,25,1,25,28.5,N,57166
A002,4940,2014/7/12,2,16:26:24,,S8D042,3,1,3,28.5,N,57166
A002,5024,2014/7/12,2,18:47:55,16,S8D049,8,1,8,45,N,55534
A002,5024,2014/7/12,1,18:47:55,9,S05134,37,1,37,45,N,55534
A002,5447,2014/7/13,4,9:53:17,20,S8NE35,0,1,0,29.5,N,55478
A002,5447,2014/7/13,3,9:53:17,17,S8M112,4,1,4,29.5,N,55478
A002,5447,2014/7/13,1,9:53:17,2,S10458,25,1,25,29.5,N,55478
A002,5447,2014/7/13,2,9:53:17,18,S8D210,0,1,0,29.5,N,55478
A002,5864,2014/7/13,1,14:49:27,12,S18181,25,1,25,25,N,56980
A002,5864,2014/7/13,2,14:49:27,18,S8D000,0,1,0,25,N,56980
A002,5936,2014/7/13,2,15:28:19,18,S8K001,0,1,0,24,N,54782
A002,5936,2014/7/13,1,15:28:19,7,S14743,24,1,24,24,N,54782
A002,5937,2014/7/13,1,15:29:11,7,S13694,26,1,26,26,N,54782
A002,5937,2014/7/13,2,15:29:11,18,S8D000,0,1,0,26,N,54782
A002,16828,2014/7/13,1,7:43:39,2,S10613,22,1,22,22.5,N,56394
A002,16828,2014/7/13,2,7:43:39,18,S8D000,0,1,0,22.5,N,56394
A002,16829,2014/7/13,1,7:44:08,3,S10998,20,1,20,20,N,56394
A002,16829,2014/7/13,4,7:44:08,20,S8N062,0,1,0,20,N,56394
A002,16829,2014/7/13,3,7:44:08,20,S8N033,0,1,0,20,N,56394
A002,16829,2014/7/13,2,7:44:08,18,S8D002,0,1,0,20,N,56394
A002,17389,2014/7/13,2,13:33:56,18,S8K019,0,1,0,30,N,55976
A002,17389,2014/7/13,1,13:33:56,5,S12747,30,1,30,30,N,55976
A002,17417,2014/7/13,3,14:05:21,18,S8K001,0,1,0,28,N,54890
A002,17417,2014/7/13,4,14:05:21,17,S8M066,6,1,6,28,N,54890
A002,17417,2014/7/13,2,14:05:21,18,S8D283,0,1,0,28,N,54890
A002,17417,2014/7/13,1,14:05:21,7,S14885,22,1,22,28,N,54890
A002,17507,2014/7/13,4,14:47:46,18,S8K001,0,1,0,49.5,N,56404
A002,17507,2014/7/13,3,14:47:46,12,S18214,27,1,27,49.5,N,56404
A002,17507,2014/7/13,1,14:47:46,7,S13674,22,1,22,49.5,N,56404
A002,17507,2014/7/13,2,14:47:46,18,S8D000,0,1,0,49.5,N,56404
A002,8218,2014/7/15,1,15:51:21,8,S14303,25,1,25,25,N,55976
A002,8218,2014/7/15,3,15:51:21,20,S8N032,0,1,0,25,N,55976
A002,8218,2014/7/15,2,15:51:21,18,S8D002,0,1,0,25,N,55976
A002,8265,2014/7/15,3,16:26:35,20,S8N199,0,1,0,23,N,57166
A002,8265,2014/7/15,2,16:26:35,18,S8D004,0,1,0,23,N,57166
A002,8265,2014/7/15,1,16:26:35,12,S18128,23,1,23,23,N,57166
A002,10585,2014/7/15,1,13:00:31,12,S07819,34,1,34,38,N,57146
A002,10585,2014/7/15,3,13:00:31,20,S8NF26,0,1,0,38,N,57146
A002,10585,2014/7/15,2,13:00:31,16,S8D160,4,1,4,38,N,57146
A002,10975,2014/7/15,1,18:55:24,10,S16950,50,1,50,50,N,56394
A002,10975,2014/7/15,2,18:55:24,18,S8D063,0,1,0,50,N,56394
A002,10978,2014/7/15,1,18:56:15,11,S17332,49,1,49,49,N,56394
A002,10978,2014/7/15,2,18:56:15,20,S8N216,0,1,0,49,N,56394
A002,10979,2014/7/15,1,18:56:28,,TEST,100,1,100,100,N,56394
A002,11008,2014/7/15,1,19:16:44,,TEST,100,2,200,200,N,54782
A002,11009,2014/7/15,1,19:16:57,10,S16677,53,1,53,53,N,54782
A002,11036,2014/7/15,2,19:45:00,18,S8D054,0,1,0,44,Y,54782
A002,11036,2014/7/15,1,19:45:00,10,S16415,44,1,44,44,Y,54782
A002,323,2014/7/16,4,11:09:27,20,S8N062,0,1,0,29,N,55478
A002,323,2014/7/16,3,11:09:27,17,S8M112,4,1,4,29,N,55478
A002,323,2014/7/16,1,11:09:27,2,S10486,25,1,25,29,N,55478
A002,323,2014/7/16,2,11:09:27,18,S8D210,0,1,0,29,N,55478
A002,478,2014/7/16,2,13:39:14,16,S8D173,4,1,4,41,N,56394
A002,478,2014/7/16,3,13:39:14,18,S8D283,0,1,0,41,N,56394
A002,478,2014/7/16,1,13:39:14,4,S02051,37,1,37,41,N,56394
A002,480,2014/7/16,1,13:40:06,4,S02019,31,1,31,31,N,56394
A002,480,2014/7/16,2,13:40:06,20,S8N216,0,1,0,31,N,56394
A002,596,2014/7/16,1,15:29:58,7,S13612,24,1,24,24.5,N,54782
A002,596,2014/7/16,2,15:29:58,18,S8D000,0,1,0,24.5,N,54782
A002,688,2014/7/16,3,16:47:33,18,S8D308,0,1,0,25.5,N,56822
A002,688,2014/7/16,1,16:47:33,7,S13666,25,1,25,25.5,N,56822
A002,688,2014/7/16,2,16:47:33,18,S8D210,0,1,0,25.5,N,56822
A002,707,2014/7/16,2,16:56:46,18,S8K001,0,1,0,24,N,56822
A002,707,2014/7/16,1,16:56:46,12,S18212,24,1,24,24,N,56822
A002,11721,2014/7/16,1,12:59:36,5,S12747,30,1,30,30,N,57146
A002,11721,2014/7/16,2,12:59:36,18,S8D003,0,1,0,30,N,57146
A002,11995,2014/7/16,2,15:46:42,18,S8K001,0,1,0,24,N,55976
A002,11995,2014/7/16,1,15:46:42,12,S18212,24,1,24,24,N,55976
A002,1763,2014/7/17,2,21:05:02,,S8I291,6,1,6,43,N,56404
A002,1763,2014/7/17,1,21:05:02,12,S18174,37,1,37,43,N,56404
A002,12708,2014/7/17,1,11:26:07,12,S07820,32,1,32,40,N,55478
A002,12708,2014/7/17,2,11:26:07,16,S8I287,8,1,8,40,N,55478
A002,13062,2014/7/17,2,15:29:02,18,S8D003,0,1,0,20,N,54782
A002,13062,2014/7/17,1,15:29:02,7,S13691,20,1,20,20,N,54782
A002,13063,2014/7/17,1,15:29:26,7,S13687,20,1,20,27,N,54782
A002,13063,2014/7/17,3,15:29:26,16,S8H018,7,1,7,27,N,54782
A002,13063,2014/7/17,4,15:29:26,18,S8D343,0,1,0,27,N,54782
A002,13063,2014/7/17,2,15:29:26,18,S8D000,0,1,0,27,N,54782
A002,13502,2014/7/18,1,7:45:43,2,S10512,21,1,21,21,N,56394
A002,13502,2014/7/18,2,7:45:43,18,S8D002,0,1,0,21,N,56394
A002,13503,2014/7/18,1,7:46:05,2,S10484,25,1,25,29,N,56394
A002,13503,2014/7/18,4,7:46:05,20,S8NE35,0,1,0,29,N,56394
A002,13503,2014/7/18,3,7:46:05,17,S8M252,4,1,4,29,N,56394
A002,13503,2014/7/18,2,7:46:05,18,S8D000,0,1,0,29,N,56394
A002,13811,2014/7/18,1,10:51:53,2,S10484,25,1,25,25,N,57166
A002,13811,2014/7/18,3,10:51:53,20,S8NE35,0,1,0,25,N,57166
A002,13811,2014/7/18,2,10:51:53,18,S8D000,0,1,0,25,N,57166
A002,13976,2014/7/18,1,13:23:55,5,S12748,34,1,34,34,N,56394
A002,13976,2014/7/18,2,13:23:55,18,S8D210,0,1,0,34,N,56394
A002,14179,2014/7/18,2,15:53:37,18,S8K001,0,1,0,20,N,57166
A002,14179,2014/7/18,1,15:53:37,8,S14237,20,1,20,20,N,57166
A002,14179,2014/7/18,3,15:53:37,20,S8N032,0,1,0,20,N,57166
A002,14219,2014/7/18,1,16:20:43,7,S13691,20,1,20,20,N,54782
A002,14219,2014/7/18,2,16:20:43,18,S8D054,0,1,0,20,N,54782
A002,2886,2014/7/19,1,8:22:06,2,S10452,25,1,25,50.5,Y,56404
A002,2886,2014/7/19,4,8:22:06,2,S10622,22,1,22,50.5,Y,56404
A002,2886,2014/7/19,3,8:22:06,20,S8N062,0,1,0,50.5,Y,56404
A002,2886,2014/7/19,5,8:22:06,,S8D040,3,1,3,50.5,Y,56404
A002,2886,2014/7/19,2,8:22:06,18,S8D000,0,1,0,50.5,Y,56404
A002,3534,2014/7/19,2,15:22:27,18,S8D003,0,1,0,25.5,N,54782
A002,3534,2014/7/19,1,15:22:27,7,S13666,25,1,25,25.5,N,54782
A002,14826,2014/7/19,3,11:12:51,20,S8NG73,0,1,0,34,N,55534
A002,14826,2014/7/19,1,11:12:51,5,S12734,34,1,34,34,N,55534
A002,14826,2014/7/19,2,11:12:51,18,S8D006,0,1,0,34,N,55534
A002,14827,2014/7/19,1,11:13:25,4,S01848,38,1,38,38,N,55478
A002,3890,2014/7/20,1,7:11:41,2,S10512,21,1,21,21,N,56394
A002,3890,2014/7/20,2,7:11:41,18,S8D000,0,1,0,21,N,56394
A002,4611,2014/7/20,1,14:10:15,12,S18181,25,1,25,25,Y,55114
A002,4611,2014/7/20,2,14:10:15,18,S8D000,0,1,0,25,Y,55114
A002,4632,2014/7/20,2,14:23:01,18,S8D004,0,1,0,27,N,54890
A002,4632,2014/7/20,3,14:23:01,20,S8N032,0,1,0,27,N,54890
A002,4632,2014/7/20,1,14:23:01,8,S14281,27,1,27,27,N,54890
A002,4633,2014/7/20,3,14:23:10,18,S8K001,0,1,0,20,N,54890
A002,4633,2014/7/20,1,14:23:10,8,S14237,20,1,20,20,N,54890
A002,4633,2014/7/20,2,14:23:10,18,S8D283,0,1,0,20,N,54890
A002,4633,2014/7/20,4,14:23:10,20,S8N032,0,1,0,20,N,54890
A002,16188,2014/7/20,2,15:57:12,18,S8K001,0,1,0,22,N,57166
A002,16188,2014/7/20,1,15:57:12,7,S14885,22,1,22,22,N,57166
A002,16189,2014/7/20,1,15:57:24,12,S18127,23,1,23,23,N,57166
A002,16189,2014/7/20,2,15:57:24,18,S8D004,0,1,0,23,N,57166
A002,16484,2014/7/21,3,7:49:03,17,S8M140,4,1,4,54.5,Y,56404
A002,16484,2014/7/21,1,7:49:03,2,S10452,25,1,25,54.5,Y,56404
A002,16484,2014/7/21,5,7:49:03,2,S10622,22,1,22,54.5,Y,56404
A002,16484,2014/7/21,4,7:49:03,20,S8N062,0,1,0,54.5,Y,56404
A002,16484,2014/7/21,6,7:49:03,,S8D040,3,1,3,54.5,Y,56404
A002,16484,2014/7/21,2,7:49:03,18,S8D000,0,1,0,54.5,Y,56404
A002,17199,2014/7/21,1,15:34:51,,TEST,100,1,100,100,N,54782
A002,17200,2014/7/21,1,15:35:06,7,S13691,20,1,20,20,N,54782
A002,17200,2014/7/21,2,15:35:06,18,S8D000,0,1,0,20,N,54782
A002,17592,2014/7/21,1,19:57:54,11,S17331,53,1,53,53,N,55478
A002,17592,2014/7/21,2,19:57:54,20,S8N216,0,1,0,53,N,55478
A002,17593,2014/7/21,4,19:58:15,12,S8N003,0,1,0,52,N,55478
A002,17593,2014/7/21,2,19:58:15,18,S8D063,0,1,0,52,N,55478
A002,17593,2014/7/21,3,19:58:15,12,S8N002,0,1,0,52,N,55478
A002,17593,2014/7/21,1,19:58:15,10,S15909,52,1,52,52,N,55478
A002,6806,2014/7/22,1,13:00:51,12,S07644,32,1,32,32,N,57146
A002,6997,2014/7/22,2,15:20:42,18,S8K001,0,1,0,20,N,54782
A002,6997,2014/7/22,1,15:20:42,8,S14237,20,1,20,20,N,54782
A002,6997,2014/7/22,3,15:20:42,20,S8N032,0,1,0,20,N,54782
A002,10043,2014/7/23,1,7:45:51,3,S10998,20,1,20,20,N,56394
A002,10043,2014/7/23,4,7:45:51,20,S8NE34,0,1,0,20,N,56394
A002,10043,2014/7/23,3,7:45:51,20,S8N062,0,1,0,20,N,56394
A002,10043,2014/7/23,2,7:45:51,18,S8D002,0,1,0,20,N,56394
A002,10319,2014/7/23,4,10:37:21,20,S8NE35,0,1,0,29.5,N,55478
A002,10319,2014/7/23,3,10:37:21,17,S8M112,4,1,4,29.5,N,55478
A002,10319,2014/7/23,1,10:37:21,2,S10458,25,1,25,29.5,N,55478
A002,10319,2014/7/23,2,10:37:21,18,S8D210,0,1,0,29.5,N,55478
A002,10810,2014/7/23,3,16:52:46,18,S8D308,0,1,0,22.5,N,56822
A002,10810,2014/7/23,1,16:52:46,7,S13675,22,1,22,22.5,N,56822
A002,10810,2014/7/23,2,16:52:46,18,S8D210,0,1,0,22.5,N,56822
A002,46,2014/7/24,1,7:35:26,,TEST,100,2,200,200,N,56394
A002,47,2014/7/24,1,7:35:41,3,S10998,20,1,20,20,N,56394
A002,47,2014/7/24,4,7:35:41,20,S8NE34,0,1,0,20,N,56394
A002,47,2014/7/24,3,7:35:41,20,S8N062,0,1,0,20,N,56394
A002,47,2014/7/24,2,7:35:41,18,S8D002,0,1,0,20,N,56394
A002,278,2014/7/24,1,9:46:35,3,S11007,20,1,20,20,N,54782
A002,278,2014/7/24,4,9:46:35,20,S8NE35,0,1,0,20,N,54782
A002,278,2014/7/24,2,9:46:35,18,S8D003,0,1,0,20,N,54782
A002,278,2014/7/24,3,9:46:35,20,S8N249,0,1,0,20,N,54782
A002,434,2014/7/24,1,12:06:43,4,S01640,35,1,35,35,N,55478
A002,11772,2014/7/24,2,15:18:05,18,S8K001,0,1,0,22,N,54782
A002,11772,2014/7/24,1,15:18:05,7,S14885,22,1,22,22,N,54782
A002,11788,2014/7/24,1,15:26:03,12,S18127,23,1,23,23,N,55976
A002,11788,2014/7/24,2,15:26:03,18,S8D002,0,1,0,23,N,55976
A002,11893,2014/7/24,1,16:26:34,12,S18127,23,1,23,23,N,57166
A002,11893,2014/7/24,2,16:26:34,18,S8D004,0,1,0,23,N,57166
A002,11992,2014/7/24,1,19:02:09,9,S05023,30,1,30,30,N,56778
A002,1284,2014/7/25,4,9:50:16,20,S8NE35,0,1,0,29.5,N,55478
A002,1284,2014/7/25,3,9:50:16,17,S8M112,4,1,4,29.5,N,55478
A002,1284,2014/7/25,1,9:50:16,2,S10458,25,1,25,29.5,N,55478
A002,1284,2014/7/25,2,9:50:16,18,S8D210,0,1,0,29.5,N,55478
A002,12186,2014/7/25,4,7:45:19,20,S8NA77,0,1,0,25.5,N,56394
A002,12186,2014/7/25,5,7:45:19,20,S8NE35,0,1,0,25.5,N,56394
A002,12186,2014/7/25,3,7:45:19,20,S8NA01,0,1,0,25.5,N,56394
A002,12186,2014/7/25,1,7:45:19,2,S10458,25,1,25,25.5,N,56394
A002,12186,2014/7/25,2,7:45:19,18,S8D002,0,1,0,25.5,N,56394
A002,2988,2014/7/26,2,15:34:18,18,S8K001,0,1,0,24,N,54782
A002,2988,2014/7/26,1,15:34:18,12,S18212,24,1,24,24,N,54782
A002,12939,2014/7/26,1,7:45:55,3,S10998,20,1,20,20,N,56394
A002,12939,2014/7/26,4,7:45:55,20,S8NE34,0,1,0,20,N,56394
A002,12939,2014/7/26,3,7:45:55,20,S8N062,0,1,0,20,N,56394
A002,12939,2014/7/26,2,7:45:55,18,S8D002,0,1,0,20,N,56394
A002,13360,2014/7/26,2,12:59:19,18,S8D004,0,1,0,34,N,57146
A002,13360,2014/7/26,1,12:59:19,5,S12666,34,1,34,34,N,57146
A002,13360,2014/7/26,4,12:59:19,20,S8NH28,0,1,0,34,N,57146
A002,13360,2014/7/26,3,12:59:19,20,S8NF26,0,1,0,34,N,57146
A002,13655,2014/7/26,3,16:37:06,20,S8N199,0,1,0,23,N,57166
A002,13655,2014/7/26,2,16:37:06,18,S8D004,0,1,0,23,N,57166
A002,13655,2014/7/26,1,16:37:06,12,S18128,23,1,23,23,N,57166
A002,3320,2014/7/27,1,7:54:09,2,S11005,18,1,18,18,N,56394
A002,3320,2014/7/27,2,7:54:09,18,S8D002,0,1,0,18,N,56394
A002,3816,2014/7/27,3,14:04:09,18,S8K001,0,1,0,20,N,55218
A002,3816,2014/7/27,1,14:04:09,8,S14237,20,1,20,20,N,55218
A002,3816,2014/7/27,2,14:04:09,18,S8D282,0,1,0,20,N,55218
A002,3816,2014/7/27,4,14:04:09,20,S8N033,0,1,0,20,N,55218
A002,3824,2014/7/27,1,14:06:43,12,S18182,25,1,25,25,N,54890
A002,3824,2014/7/27,2,14:06:43,18,S8D004,0,1,0,25,N,54890
A002,3825,2014/7/27,3,14:06:58,18,S8K001,0,1,0,20,N,54890
A002,3825,2014/7/27,1,14:06:58,8,S14237,20,1,20,20,N,54890
A002,3825,2014/7/27,2,14:06:58,18,S8D283,0,1,0,20,N,54890
A002,3825,2014/7/27,4,14:06:58,20,S8N033,0,1,0,20,N,54890
A002,4020,2014/7/27,1,15:47:17,12,S18127,23,1,23,23,N,57166
A002,4020,2014/7/27,2,15:47:17,18,S8D004,0,1,0,23,N,57166
A002,4302,2014/7/27,2,20:17:04,20,S8N216,0,1,0,49,N,55478
A002,4302,2014/7/27,1,20:17:04,11,S17335,49,1,49,49,N,55478
A002,4303,2014/7/27,1,20:17:54,9,S05134,37,1,37,37,N,55478
A002,14184,2014/7/27,1,9:26:57,2,S10484,25,1,25,25,N,54782
A002,14184,2014/7/27,3,9:26:57,20,S8NE35,0,1,0,25,N,54782
A002,14184,2014/7/27,2,9:26:57,18,S8D000,0,1,0,25,N,54782
A002,14601,2014/7/27,1,14:14:40,2,S10476,24,1,24,24,N,55604
A002,14601,2014/7/27,2,14:14:40,18,S8D000,0,1,0,24,N,55604
A002,14602,2014/7/27,2,14:14:55,18,S8K001,0,1,0,20,N,55604
A002,14602,2014/7/27,1,14:14:55,8,S14237,20,1,20,20,N,55604
A002,14602,2014/7/27,3,14:14:55,20,S8N032,0,1,0,20,N,55604
A002,5199,2014/7/28,2,14:58:48,18,S8D000,0,1,0,37,N,55478
A002,5199,2014/7/28,1,14:58:48,12,S18195,37,1,37,37,N,55478
A002,5200,2014/7/28,1,14:59:02,12,S07634,32,1,32,32,N,55478
A002,5310,2014/7/28,1,15:46:22,7,S13679,20,1,20,27,N,54782
A002,5310,2014/7/28,3,15:46:22,16,S8H018,7,1,7,27,N,54782
